,background,body,face,item,hair style
1210,under_the_sea,pose3,basic,fork,soy_sauce
1211,bling,pose3,dissatisfaction,phone,wasabi
1212,under_the_sea,pose3,break,apple_watch,mayonnaise
1213,mint,pose3,stare,fork,ketchup
1214,sky_blue,pose3,break,none,soy_sauce
1215,bling,pose3,glasses,gold_watch,stick
1216,beach,pose3,sunglasses,gold_watch,ketchup
1217,bling,pose3,dissatisfaction,none,wasabi
1218,sky_blue,pose3,surprised,fork,stick
1219,bling,pose3,dissatisfaction,phone,pasture
1220,pink,pose3,basic,phone,stick
1221,pink,pose3,dissatisfaction,none,mustard
1222,bling,pose3,laugh,phone,stick
1223,bling,pose3,surprised,none,ketchup
1224,pink,pose3,dissatisfaction,phone,ketchup
1225,bling,pose3,sunglasses,gold_watch,stick
1226,bling,pose3,break,phone,crown
1227,beach,pose3,stare,none,wasabi
1228,beach,pose3,absurd,gold_watch,stick
1229,bling,pose3,dissatisfaction,phone,crown
1230,mint,pose3,surprised,gold_watch,pasture
1231,sky_blue,pose3,surprised,phone,stick
1232,under_the_sea,pose3,surprised,phone,ketchup
1233,under_the_sea,pose3,basic,apple_watch,soy_sauce
1234,sky_blue,pose3,stare,none,pasture
1235,beach,pose3,sunglasses,gold_watch,crown
1236,mint,pose3,break,apple_watch,soy_sauce
1237,mint,pose3,basic,phone,ketchup
1238,mint,pose3,glasses,fork,wasabi
1239,sky_blue,pose3,dissatisfaction,fork,pasture
1240,under_the_sea,pose3,glasses,phone,soy_sauce
1241,sky_blue,pose3,break,phone,ketchup
1242,pink,pose3,glasses,none,stick
1243,sky_blue,pose3,stare,fork,wasabi
1244,bling,pose3,anger,phone,mustard
1245,sky_blue,pose3,stare,apple_watch,soy_sauce
1246,mint,pose3,absurd,apple_watch,wasabi
1247,beach,pose3,anger,gold_watch,soy_sauce
1248,beach,pose3,stare,gold_watch,mustard
1249,beach,pose3,anger,apple_watch,ketchup
1250,beach,pose3,glasses,phone,stick
1251,beach,pose3,anger,fork,ketchup
1252,bling,pose3,anger,none,soy_sauce
1253,beach,pose3,break,apple_watch,ketchup
1254,pink,pose3,basic,phone,wasabi
1255,sky_blue,pose3,anger,apple_watch,wasabi
1256,bling,pose3,surprised,phone,wasabi
1257,under_the_sea,pose3,sunglasses,apple_watch,pasture
1258,pink,pose3,dissatisfaction,fork,pasture
1259,mint,pose3,dissatisfaction,none,crown
1260,pink,pose3,dissatisfaction,gold_watch,stick
1261,beach,pose3,stare,gold_watch,pasture
1262,beach,pose3,stare,phone,mustard
1263,sky_blue,pose3,basic,apple_watch,mustard
1264,beach,pose3,stare,phone,wasabi
1265,sky_blue,pose3,dissatisfaction,gold_watch,mayonnaise
1266,bling,pose3,sunglasses,fork,pasture
1267,beach,pose3,break,phone,stick
1268,mint,pose3,glasses,apple_watch,mustard
1269,under_the_sea,pose3,laugh,fork,mustard
1270,under_the_sea,pose3,laugh,none,ketchup
1271,pink,pose3,absurd,gold_watch,mayonnaise
1272,mint,pose3,laugh,apple_watch,soy_sauce
1273,under_the_sea,pose3,anger,fork,ketchup
1274,bling,pose3,basic,none,stick
1275,pink,pose3,anger,gold_watch,crown
1276,bling,pose3,break,apple_watch,mayonnaise
1277,bling,pose3,surprised,none,pasture
1278,sky_blue,pose3,glasses,none,stick
1279,sky_blue,pose3,absurd,apple_watch,crown
1280,mint,pose3,glasses,apple_watch,pasture
1281,mint,pose3,basic,fork,ketchup
1282,under_the_sea,pose3,sunglasses,fork,ketchup
1283,bling,pose3,break,apple_watch,soy_sauce
1284,pink,pose3,basic,apple_watch,wasabi
1285,sky_blue,pose3,laugh,gold_watch,ketchup
1286,under_the_sea,pose3,break,phone,pasture
1287,sky_blue,pose3,stare,phone,mayonnaise
1288,bling,pose3,laugh,apple_watch,crown
1289,sky_blue,pose3,dissatisfaction,none,mustard
1290,under_the_sea,pose3,stare,phone,soy_sauce
1291,pink,pose3,anger,apple_watch,crown
1292,sky_blue,pose3,dissatisfaction,phone,mustard
1293,under_the_sea,pose3,glasses,none,wasabi
1294,mint,pose3,stare,gold_watch,crown
1295,under_the_sea,pose3,surprised,gold_watch,wasabi
1296,under_the_sea,pose3,dissatisfaction,gold_watch,mustard
1297,mint,pose3,stare,gold_watch,soy_sauce
1298,sky_blue,pose3,dissatisfaction,fork,soy_sauce
1299,pink,pose3,sunglasses,none,wasabi
1300,sky_blue,pose3,laugh,none,stick
1301,mint,pose3,basic,none,pasture
1302,beach,pose3,surprised,phone,pasture
1303,sky_blue,pose3,stare,gold_watch,mayonnaise
1304,sky_blue,pose3,anger,apple_watch,mayonnaise
1305,beach,pose3,laugh,fork,stick
1306,under_the_sea,pose3,break,phone,ketchup
1307,beach,pose3,dissatisfaction,fork,soy_sauce
1308,mint,pose3,dissatisfaction,phone,wasabi
1309,sky_blue,pose3,dissatisfaction,none,stick
1310,mint,pose3,laugh,phone,wasabi
1311,beach,pose3,anger,gold_watch,ketchup
1312,pink,pose3,laugh,fork,crown
1313,bling,pose3,break,fork,mayonnaise
1314,pink,pose3,break,apple_watch,mustard
1315,pink,pose3,glasses,gold_watch,pasture
1316,bling,pose3,glasses,none,pasture
1317,under_the_sea,pose3,absurd,apple_watch,stick
1318,mint,pose3,anger,phone,mustard
1319,mint,pose3,surprised,none,soy_sauce
1320,pink,pose3,absurd,gold_watch,crown
1321,pink,pose3,surprised,none,soy_sauce
1322,under_the_sea,pose3,sunglasses,phone,wasabi
1323,mint,pose3,sunglasses,none,wasabi
1324,under_the_sea,pose3,anger,gold_watch,mustard
1325,pink,pose3,basic,apple_watch,ketchup
1326,sky_blue,pose3,glasses,none,ketchup
1327,beach,pose3,absurd,gold_watch,soy_sauce
1328,under_the_sea,pose3,laugh,none,mayonnaise
1329,sky_blue,pose3,stare,gold_watch,ketchup
1330,sky_blue,pose3,stare,gold_watch,soy_sauce
1331,under_the_sea,pose3,absurd,gold_watch,ketchup
1332,under_the_sea,pose3,dissatisfaction,phone,ketchup
1333,sky_blue,pose3,dissatisfaction,apple_watch,mustard
1334,beach,pose3,break,fork,mustard
1335,sky_blue,pose3,absurd,none,wasabi
1336,pink,pose3,absurd,none,soy_sauce
1337,beach,pose3,surprised,phone,ketchup
1338,sky_blue,pose3,anger,fork,crown
1339,sky_blue,pose3,absurd,apple_watch,stick
1340,pink,pose3,anger,none,crown
1341,sky_blue,pose3,stare,fork,soy_sauce
1342,bling,pose3,absurd,gold_watch,mayonnaise
1343,bling,pose3,stare,phone,mustard
1344,bling,pose3,break,fork,crown
1345,mint,pose3,anger,apple_watch,mustard
1346,bling,pose3,glasses,none,crown
1347,sky_blue,pose3,surprised,apple_watch,mustard
1348,mint,pose3,basic,fork,crown
1349,bling,pose3,laugh,fork,soy_sauce
1350,under_the_sea,pose3,dissatisfaction,phone,mustard
1351,beach,pose3,anger,phone,mustard
1352,beach,pose3,stare,fork,crown
1353,under_the_sea,pose3,laugh,gold_watch,ketchup
1354,under_the_sea,pose3,anger,apple_watch,ketchup
1355,mint,pose3,basic,apple_watch,soy_sauce
1356,pink,pose3,absurd,apple_watch,crown
1357,bling,pose3,glasses,apple_watch,mustard
1358,pink,pose3,anger,apple_watch,ketchup
1359,mint,pose3,anger,gold_watch,wasabi
1360,mint,pose3,sunglasses,none,stick
1361,mint,pose3,surprised,phone,ketchup
1362,mint,pose3,stare,apple_watch,crown
1363,bling,pose3,basic,phone,stick
1364,mint,pose3,absurd,none,wasabi
1365,bling,pose3,basic,apple_watch,mustard
1366,beach,pose3,absurd,gold_watch,pasture
1367,sky_blue,pose3,anger,phone,wasabi
1368,under_the_sea,pose3,anger,none,wasabi
1369,under_the_sea,pose3,laugh,phone,soy_sauce
1370,under_the_sea,pose3,laugh,gold_watch,stick
1371,pink,pose3,surprised,fork,mayonnaise
1372,beach,pose3,basic,apple_watch,mayonnaise
1373,bling,pose3,glasses,phone,ketchup
1374,sky_blue,pose3,dissatisfaction,none,crown
1375,beach,pose3,basic,none,crown
1376,under_the_sea,pose3,sunglasses,fork,soy_sauce
1377,under_the_sea,pose3,surprised,apple_watch,ketchup
1378,sky_blue,pose3,anger,fork,soy_sauce
1379,pink,pose3,surprised,apple_watch,soy_sauce
1380,mint,pose3,glasses,fork,soy_sauce
1381,mint,pose3,anger,apple_watch,pasture
1382,bling,pose3,glasses,phone,wasabi
1383,mint,pose3,sunglasses,phone,stick
1384,beach,pose3,break,phone,mustard
1385,beach,pose3,anger,none,wasabi
1386,under_the_sea,pose3,stare,gold_watch,ketchup
1387,sky_blue,pose3,anger,none,soy_sauce
1388,sky_blue,pose3,basic,gold_watch,stick
1389,bling,pose3,stare,phone,mayonnaise
1390,beach,pose3,sunglasses,fork,pasture
1391,sky_blue,pose3,glasses,fork,soy_sauce
1392,under_the_sea,pose3,break,none,soy_sauce
1393,pink,pose3,surprised,gold_watch,soy_sauce
1394,beach,pose3,surprised,none,mayonnaise
1395,pink,pose3,dissatisfaction,apple_watch,crown
1396,beach,pose3,surprised,none,ketchup
1397,pink,pose3,dissatisfaction,phone,wasabi
1398,sky_blue,pose3,sunglasses,apple_watch,pasture
1399,beach,pose3,stare,apple_watch,mayonnaise
1400,beach,pose3,laugh,apple_watch,wasabi
1401,sky_blue,pose3,sunglasses,phone,mayonnaise
1402,under_the_sea,pose3,anger,none,ketchup
1403,beach,pose3,absurd,phone,mustard
1404,under_the_sea,pose3,dissatisfaction,apple_watch,soy_sauce
1405,pink,pose3,glasses,phone,ketchup
1406,under_the_sea,pose3,dissatisfaction,gold_watch,crown
1407,mint,pose3,laugh,phone,ketchup
1408,pink,pose3,laugh,apple_watch,stick
1409,bling,pose3,anger,gold_watch,soy_sauce
1410,bling,pose3,break,phone,ketchup
1411,beach,pose3,break,phone,wasabi
1412,under_the_sea,pose3,basic,phone,wasabi
1413,bling,pose3,surprised,phone,stick
1414,pink,pose3,stare,gold_watch,pasture
1415,mint,pose3,anger,apple_watch,stick
1416,beach,pose3,dissatisfaction,apple_watch,crown
1417,sky_blue,pose3,anger,apple_watch,mustard
1418,mint,pose3,sunglasses,gold_watch,crown
1419,pink,pose3,anger,phone,mustard
1420,mint,pose3,break,none,stick
1421,pink,pose3,basic,fork,crown
1422,under_the_sea,pose3,dissatisfaction,phone,stick
1423,bling,pose3,laugh,none,mayonnaise
1424,sky_blue,pose3,surprised,apple_watch,crown
1425,beach,pose3,glasses,none,ketchup
1426,pink,pose3,sunglasses,gold_watch,mustard
1427,under_the_sea,pose3,absurd,gold_watch,mustard
1428,bling,pose3,surprised,phone,pasture
1429,bling,pose3,absurd,gold_watch,pasture
1430,under_the_sea,pose3,stare,phone,wasabi
1431,beach,pose3,surprised,phone,wasabi
1432,bling,pose3,break,fork,stick
1433,beach,pose3,anger,none,soy_sauce
1434,bling,pose3,sunglasses,none,ketchup
1435,under_the_sea,pose3,absurd,none,mustard
1436,beach,pose3,absurd,apple_watch,crown
1437,mint,pose3,anger,apple_watch,mayonnaise
1438,sky_blue,pose3,stare,none,stick
1439,beach,pose3,dissatisfaction,phone,soy_sauce
1440,pink,pose3,dissatisfaction,none,pasture
1441,mint,pose3,anger,phone,mayonnaise
1442,bling,pose3,glasses,gold_watch,ketchup
1443,mint,pose3,dissatisfaction,gold_watch,crown
1444,under_the_sea,pose3,basic,gold_watch,stick
1445,sky_blue,pose3,basic,fork,crown
1446,mint,pose3,stare,apple_watch,stick
1447,mint,pose3,basic,phone,mayonnaise
1448,pink,pose3,anger,gold_watch,soy_sauce
1449,under_the_sea,pose3,laugh,fork,stick
1450,pink,pose3,stare,phone,wasabi
1451,mint,pose3,break,fork,wasabi
1452,mint,pose3,stare,none,soy_sauce
1453,pink,pose3,laugh,fork,stick
1454,beach,pose3,stare,gold_watch,mayonnaise
1455,bling,pose3,stare,gold_watch,mayonnaise
1456,bling,pose3,glasses,apple_watch,wasabi
1457,bling,pose3,surprised,phone,ketchup
1458,mint,pose3,glasses,phone,mustard
1459,sky_blue,pose3,basic,fork,wasabi
1460,bling,pose3,laugh,none,ketchup
1461,bling,pose3,laugh,phone,mustard
1462,sky_blue,pose3,laugh,fork,crown
1463,mint,pose3,anger,none,mustard
1464,pink,pose3,laugh,apple_watch,wasabi
1465,beach,pose3,laugh,phone,soy_sauce
1466,bling,pose3,stare,none,soy_sauce
1467,bling,pose3,sunglasses,none,soy_sauce
1468,beach,pose3,glasses,gold_watch,wasabi
1469,bling,pose3,surprised,none,stick
1470,under_the_sea,pose3,laugh,gold_watch,pasture
1471,beach,pose3,glasses,phone,wasabi
1472,bling,pose3,dissatisfaction,fork,mayonnaise
1473,pink,pose3,basic,gold_watch,pasture
1474,under_the_sea,pose3,sunglasses,gold_watch,mayonnaise
1475,bling,pose3,anger,phone,pasture
1476,beach,pose3,absurd,fork,mayonnaise
1477,mint,pose3,surprised,phone,soy_sauce
1478,pink,pose3,surprised,none,ketchup
1479,beach,pose3,absurd,apple_watch,wasabi
1480,sky_blue,pose3,sunglasses,phone,ketchup
1481,mint,pose3,laugh,apple_watch,ketchup
1482,mint,pose3,dissatisfaction,gold_watch,ketchup
1483,bling,pose3,dissatisfaction,apple_watch,pasture
1484,bling,pose3,sunglasses,apple_watch,mayonnaise
1485,sky_blue,pose3,dissatisfaction,gold_watch,soy_sauce
1486,under_the_sea,pose3,glasses,apple_watch,ketchup
1487,under_the_sea,pose3,dissatisfaction,apple_watch,mustard
1488,bling,pose3,dissatisfaction,gold_watch,wasabi
1489,bling,pose3,sunglasses,apple_watch,soy_sauce
1490,sky_blue,pose3,surprised,none,soy_sauce
1491,mint,pose3,basic,apple_watch,mustard
1492,pink,pose3,absurd,gold_watch,mustard
1493,under_the_sea,pose3,break,phone,mustard
1494,bling,pose3,stare,apple_watch,stick
1495,under_the_sea,pose3,basic,none,ketchup
1496,sky_blue,pose3,anger,phone,mayonnaise
1497,pink,pose3,break,apple_watch,stick
1498,sky_blue,pose3,laugh,fork,mayonnaise
1499,mint,pose3,break,fork,crown
1500,under_the_sea,pose3,anger,phone,pasture
1501,beach,pose3,absurd,phone,pasture
1502,beach,pose3,break,none,soy_sauce
1503,mint,pose3,break,gold_watch,pasture
1504,pink,pose3,absurd,none,mustard
1505,sky_blue,pose3,surprised,none,crown
1506,pink,pose3,stare,none,stick
1507,under_the_sea,pose3,dissatisfaction,gold_watch,pasture
1508,sky_blue,pose3,stare,fork,mayonnaise
1509,bling,pose3,surprised,fork,ketchup
1510,bling,pose3,dissatisfaction,gold_watch,ketchup
1511,pink,pose3,surprised,phone,mustard
1512,mint,pose3,stare,none,crown
1513,pink,pose3,break,gold_watch,pasture
1514,pink,pose3,break,none,soy_sauce
1515,mint,pose3,sunglasses,gold_watch,soy_sauce
1516,bling,pose3,anger,apple_watch,ketchup
1517,bling,pose3,dissatisfaction,none,pasture
1518,beach,pose3,anger,phone,crown
1519,beach,pose3,glasses,none,wasabi
1520,mint,pose3,absurd,fork,wasabi
1521,pink,pose3,break,apple_watch,crown
1522,under_the_sea,pose3,glasses,fork,stick
1523,under_the_sea,pose3,sunglasses,none,mustard
1524,beach,pose3,stare,apple_watch,mustard
1525,mint,pose3,surprised,phone,crown
1526,pink,pose3,break,phone,soy_sauce
1527,beach,pose3,stare,phone,stick
1528,beach,pose3,break,gold_watch,soy_sauce
1529,beach,pose3,break,none,wasabi
1530,pink,pose3,break,phone,pasture
1531,sky_blue,pose3,stare,phone,soy_sauce
1532,under_the_sea,pose3,absurd,fork,ketchup
1533,bling,pose3,surprised,fork,crown
1534,mint,pose3,sunglasses,gold_watch,mustard
1535,bling,pose3,sunglasses,apple_watch,pasture
1536,bling,pose3,absurd,fork,mustard
1537,sky_blue,pose3,stare,none,mustard
1538,under_the_sea,pose3,dissatisfaction,gold_watch,soy_sauce
1539,pink,pose3,absurd,apple_watch,mayonnaise
1540,bling,pose3,sunglasses,fork,mayonnaise
1541,bling,pose3,absurd,gold_watch,wasabi
1542,bling,pose3,anger,none,ketchup
1543,under_the_sea,pose3,laugh,phone,wasabi
1544,beach,pose3,sunglasses,phone,soy_sauce
1545,mint,pose3,dissatisfaction,gold_watch,mustard
1546,mint,pose3,dissatisfaction,gold_watch,pasture
1547,mint,pose3,surprised,none,wasabi
1548,pink,pose3,glasses,fork,ketchup
1549,pink,pose3,surprised,gold_watch,ketchup
1550,pink,pose3,surprised,none,crown
1551,mint,pose3,basic,none,wasabi
1552,under_the_sea,pose3,sunglasses,phone,mustard
1553,beach,pose3,laugh,none,mayonnaise
1554,mint,pose3,laugh,none,wasabi
1555,bling,pose3,laugh,apple_watch,wasabi
1556,pink,pose3,anger,none,soy_sauce
1557,sky_blue,pose3,surprised,apple_watch,pasture
1558,sky_blue,pose3,basic,apple_watch,wasabi
1559,sky_blue,pose3,surprised,phone,mustard
1560,under_the_sea,pose3,surprised,fork,soy_sauce
1561,beach,pose3,surprised,apple_watch,stick
1562,bling,pose3,basic,none,crown
1563,mint,pose3,dissatisfaction,apple_watch,crown
1564,beach,pose3,laugh,none,ketchup
1565,sky_blue,pose3,absurd,apple_watch,mustard
1566,pink,pose3,surprised,phone,soy_sauce
1567,mint,pose3,break,phone,wasabi
1568,beach,pose3,stare,gold_watch,stick
1569,pink,pose3,basic,apple_watch,mustard
1570,mint,pose3,sunglasses,apple_watch,pasture
1571,bling,pose3,laugh,phone,soy_sauce
1572,under_the_sea,pose3,sunglasses,fork,wasabi
1573,sky_blue,pose3,surprised,apple_watch,soy_sauce
1574,sky_blue,pose3,anger,phone,pasture
1575,pink,pose3,glasses,fork,mustard
1576,bling,pose3,break,gold_watch,crown
1577,bling,pose3,basic,phone,ketchup
1578,pink,pose3,glasses,gold_watch,wasabi
1579,sky_blue,pose3,glasses,phone,wasabi
1580,under_the_sea,pose3,dissatisfaction,fork,soy_sauce
1581,sky_blue,pose3,basic,none,soy_sauce
1582,mint,pose3,absurd,apple_watch,stick
1583,beach,pose3,absurd,fork,ketchup
1584,bling,pose3,laugh,fork,crown
1585,pink,pose3,anger,fork,wasabi
1586,mint,pose3,surprised,none,mustard
1587,sky_blue,pose3,glasses,fork,pasture
1588,bling,pose3,laugh,gold_watch,crown
1589,mint,pose3,basic,fork,soy_sauce
1590,sky_blue,pose3,surprised,fork,soy_sauce
1591,mint,pose3,anger,gold_watch,stick
1592,bling,pose3,laugh,apple_watch,ketchup
1593,bling,pose3,absurd,phone,mustard
1594,beach,pose3,anger,phone,soy_sauce
1595,beach,pose3,anger,gold_watch,mustard
1596,bling,pose3,laugh,fork,wasabi
1597,pink,pose3,absurd,apple_watch,mustard
1598,beach,pose3,laugh,phone,pasture
1599,bling,pose3,sunglasses,gold_watch,crown
1600,sky_blue,pose3,basic,none,mayonnaise
1601,under_the_sea,pose3,anger,gold_watch,pasture
1602,under_the_sea,pose3,dissatisfaction,none,mayonnaise
1603,beach,pose3,sunglasses,gold_watch,mayonnaise
1604,mint,pose3,laugh,gold_watch,soy_sauce
1605,mint,pose3,absurd,gold_watch,stick
1606,sky_blue,pose3,dissatisfaction,none,pasture
1607,bling,pose3,surprised,gold_watch,crown
1608,bling,pose3,laugh,fork,mustard
1609,sky_blue,pose3,absurd,gold_watch,pasture
1610,bling,pose3,glasses,fork,ketchup
1611,mint,pose3,break,fork,soy_sauce
1612,beach,pose3,surprised,none,mustard
1613,pink,pose3,break,gold_watch,soy_sauce
1614,bling,pose3,basic,fork,stick
1615,mint,pose3,dissatisfaction,fork,pasture
1616,bling,pose3,break,none,stick
1617,beach,pose3,dissatisfaction,none,soy_sauce
1618,mint,pose3,basic,fork,wasabi
1619,beach,pose3,surprised,gold_watch,soy_sauce
1620,bling,pose3,laugh,none,soy_sauce
1621,bling,pose3,absurd,fork,mayonnaise
1622,mint,pose3,dissatisfaction,apple_watch,mayonnaise
1623,bling,pose3,absurd,phone,mayonnaise
1624,sky_blue,pose3,basic,gold_watch,pasture
1625,pink,pose3,surprised,gold_watch,mustard
1626,beach,pose3,dissatisfaction,none,wasabi
1627,mint,pose3,glasses,gold_watch,stick
1628,under_the_sea,pose3,glasses,apple_watch,stick
1629,mint,pose3,dissatisfaction,fork,ketchup
1630,under_the_sea,pose3,sunglasses,gold_watch,stick
1631,beach,pose3,sunglasses,apple_watch,mustard
1632,mint,pose3,basic,gold_watch,stick
1633,pink,pose3,sunglasses,gold_watch,mayonnaise
1634,beach,pose3,basic,gold_watch,pasture
1635,pink,pose3,sunglasses,gold_watch,ketchup
1636,pink,pose3,break,none,ketchup
1637,sky_blue,pose3,sunglasses,apple_watch,ketchup
1638,sky_blue,pose3,laugh,phone,stick
1639,sky_blue,pose3,basic,fork,stick
1640,mint,pose3,basic,gold_watch,ketchup
1641,bling,pose3,sunglasses,apple_watch,mustard
1642,beach,pose3,stare,fork,soy_sauce
1643,bling,pose3,glasses,apple_watch,soy_sauce
1644,under_the_sea,pose3,basic,fork,mayonnaise
1645,pink,pose3,stare,apple_watch,mustard
1646,pink,pose3,basic,fork,stick
1647,under_the_sea,pose3,stare,fork,ketchup
1648,under_the_sea,pose3,laugh,gold_watch,soy_sauce
1649,mint,pose3,stare,phone,soy_sauce
1650,bling,pose3,sunglasses,phone,pasture
1651,pink,pose3,stare,phone,soy_sauce
1652,under_the_sea,pose3,break,phone,wasabi
1653,pink,pose3,surprised,none,wasabi
1654,mint,pose3,dissatisfaction,gold_watch,mayonnaise
1655,pink,pose3,laugh,gold_watch,wasabi
1656,under_the_sea,pose3,glasses,gold_watch,mayonnaise
1657,under_the_sea,pose3,absurd,gold_watch,wasabi
1658,pink,pose3,stare,phone,crown
1659,under_the_sea,pose3,anger,gold_watch,crown
1660,bling,pose3,dissatisfaction,apple_watch,ketchup
1661,pink,pose3,glasses,fork,stick
1662,sky_blue,pose3,stare,fork,ketchup
1663,sky_blue,pose3,absurd,apple_watch,ketchup
1664,under_the_sea,pose3,basic,fork,wasabi
1665,mint,pose3,stare,phone,crown
1666,under_the_sea,pose3,stare,gold_watch,mustard
1667,mint,pose3,stare,apple_watch,mayonnaise
1668,bling,pose3,absurd,apple_watch,mayonnaise
1669,pink,pose3,basic,gold_watch,wasabi
1670,under_the_sea,pose3,absurd,none,wasabi
1671,bling,pose3,break,apple_watch,ketchup
1672,under_the_sea,pose3,basic,gold_watch,mayonnaise
1673,sky_blue,pose3,laugh,gold_watch,stick
1674,bling,pose3,laugh,fork,stick
1675,bling,pose3,absurd,gold_watch,mustard
1676,pink,pose3,sunglasses,phone,stick
1677,beach,pose3,anger,fork,stick
1678,beach,pose3,sunglasses,none,ketchup
1679,bling,pose3,dissatisfaction,phone,mayonnaise
1680,sky_blue,pose3,laugh,fork,soy_sauce
1681,bling,pose3,glasses,phone,crown
1682,under_the_sea,pose3,break,gold_watch,stick
1683,under_the_sea,pose3,glasses,none,stick
1684,pink,pose3,glasses,gold_watch,ketchup
1685,sky_blue,pose3,sunglasses,gold_watch,mayonnaise
1686,sky_blue,pose3,break,none,ketchup
1687,sky_blue,pose3,laugh,phone,mustard
1688,sky_blue,pose3,anger,gold_watch,soy_sauce
1689,mint,pose3,basic,phone,soy_sauce
1690,pink,pose3,surprised,fork,stick
1691,mint,pose3,glasses,gold_watch,wasabi
1692,sky_blue,pose3,laugh,apple_watch,stick
1693,mint,pose3,surprised,fork,mayonnaise
1694,bling,pose3,sunglasses,apple_watch,stick
1695,bling,pose3,laugh,phone,wasabi
1696,bling,pose3,basic,apple_watch,mayonnaise
1697,under_the_sea,pose3,glasses,phone,ketchup
1698,bling,pose3,sunglasses,fork,mustard
1699,pink,pose3,break,apple_watch,soy_sauce
1700,bling,pose3,surprised,gold_watch,stick
1701,bling,pose3,surprised,fork,mayonnaise
1702,mint,pose3,sunglasses,apple_watch,wasabi
1703,sky_blue,pose3,sunglasses,apple_watch,crown
1704,under_the_sea,pose3,stare,phone,ketchup
1705,pink,pose3,dissatisfaction,phone,mustard
1706,bling,pose3,basic,apple_watch,wasabi
1707,under_the_sea,pose3,glasses,none,mayonnaise
1708,pink,pose3,surprised,gold_watch,crown
1709,mint,pose3,stare,fork,mustard
1710,bling,pose3,surprised,apple_watch,crown
1711,beach,pose3,sunglasses,apple_watch,ketchup
1712,bling,pose3,basic,fork,wasabi
1713,pink,pose3,anger,fork,mayonnaise
1714,under_the_sea,pose3,surprised,gold_watch,pasture
1715,under_the_sea,pose3,sunglasses,fork,crown
1716,mint,pose3,absurd,phone,mayonnaise
1717,pink,pose3,break,fork,wasabi
1718,sky_blue,pose3,laugh,apple_watch,pasture
1719,under_the_sea,pose3,glasses,apple_watch,pasture
1720,beach,pose3,stare,gold_watch,ketchup
1721,sky_blue,pose3,stare,apple_watch,ketchup
1722,pink,pose3,absurd,fork,ketchup
1723,sky_blue,pose3,glasses,gold_watch,wasabi
1724,pink,pose3,stare,fork,mustard
1725,mint,pose3,anger,phone,crown
1726,pink,pose3,glasses,fork,soy_sauce
1727,pink,pose3,dissatisfaction,gold_watch,ketchup
1728,under_the_sea,pose3,absurd,apple_watch,wasabi
1729,sky_blue,pose3,sunglasses,gold_watch,crown
1730,bling,pose3,glasses,fork,mayonnaise
1731,pink,pose3,dissatisfaction,fork,ketchup
1732,beach,pose3,laugh,none,stick
1733,under_the_sea,pose3,glasses,phone,crown
1734,sky_blue,pose3,dissatisfaction,apple_watch,wasabi
1735,pink,pose3,absurd,none,wasabi
1736,pink,pose3,anger,apple_watch,mayonnaise
1737,pink,pose3,break,none,mustard
1738,under_the_sea,pose3,break,gold_watch,ketchup
1739,bling,pose3,break,none,ketchup
1740,under_the_sea,pose3,stare,phone,crown
1741,pink,pose3,stare,none,mayonnaise
1742,pink,pose3,laugh,phone,crown
1743,pink,pose3,surprised,phone,wasabi
1744,pink,pose3,dissatisfaction,apple_watch,mayonnaise
1745,under_the_sea,pose3,absurd,apple_watch,pasture
1746,pink,pose3,dissatisfaction,apple_watch,pasture
1747,under_the_sea,pose3,surprised,phone,crown
1748,sky_blue,pose3,stare,phone,pasture
1749,under_the_sea,pose3,glasses,apple_watch,crown
1750,bling,pose3,stare,gold_watch,pasture
1751,under_the_sea,pose3,glasses,gold_watch,soy_sauce
1752,bling,pose3,basic,gold_watch,pasture
1753,mint,pose3,sunglasses,apple_watch,mustard
1754,mint,pose3,sunglasses,none,crown
1755,pink,pose3,laugh,none,crown
1756,pink,pose3,basic,apple_watch,stick
1757,mint,pose3,glasses,phone,ketchup
1758,pink,pose3,basic,none,wasabi
1759,under_the_sea,pose3,break,fork,ketchup
1760,under_the_sea,pose3,break,gold_watch,wasabi
1761,under_the_sea,pose3,glasses,gold_watch,mustard
1762,under_the_sea,pose3,dissatisfaction,none,crown
1763,sky_blue,pose3,glasses,phone,pasture
1764,mint,pose3,glasses,fork,mustard
1765,pink,pose3,laugh,fork,pasture
1766,sky_blue,pose3,absurd,phone,mayonnaise
1767,beach,pose3,break,phone,ketchup
1768,mint,pose3,glasses,none,stick
1769,pink,pose3,stare,phone,mustard
1770,bling,pose3,sunglasses,none,wasabi
1771,mint,pose3,break,phone,soy_sauce
1772,beach,pose3,stare,phone,ketchup
1773,mint,pose3,surprised,fork,pasture
1774,bling,pose3,surprised,phone,mustard
1775,pink,pose3,sunglasses,none,ketchup
1776,under_the_sea,pose3,laugh,none,wasabi
1777,pink,pose3,anger,apple_watch,wasabi
1778,under_the_sea,pose3,basic,phone,soy_sauce
1779,under_the_sea,pose3,stare,gold_watch,soy_sauce
1780,beach,pose3,dissatisfaction,gold_watch,mustard
1781,bling,pose3,break,none,crown
1782,under_the_sea,pose3,sunglasses,gold_watch,wasabi
1783,bling,pose3,break,none,pasture
1784,beach,pose3,basic,phone,wasabi
1785,bling,pose3,stare,fork,stick
1786,under_the_sea,pose3,break,phone,crown
1787,mint,pose3,sunglasses,apple_watch,stick
1788,under_the_sea,pose3,basic,gold_watch,crown
